Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
BEIS,"Department for Business, Energy and Industrial Strategy",Land Registry,HMLR,Land Registry: transfer of part,bis-transfer-of-part-tp-land-registry,"125,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,573",,"1,295",,,,"146,039",,"9,146",,,,"141,889",,"21,934",,,,"143,266",,"42,906",,"148,506",,"69,800",,"152,040",,"87,111",,"154,831",,"99,462",,"155,557",,"107,191",,"155,593",,"114,042",,"154,996",,"118,667",,"160,315",,"127,169",,"168,439",,"136,528",,"178,739",,"147,690",,Providing information,https://www.gov.uk/government/collections/business-e-services,Land Registry business services,Data for applications to register the transfer of part of an existing registered title.,,,Business,Fees and charges,BIS,BIS,,,,,"155,593",,"99,462",,,,,,,,,,,,"33,481","37,415","35,744","38,933","33,947","33,265","37,121","44,173","37,481","36,056","37,847","44,209","36,884","41,375","45,971","54,509","178,739","178,739",y,,,,0,0,0,"1,295","7,851","12,788","20,972","28,189","25,162","25,139","28,701","35,040","29,787","33,641","38,060","46,202","147,690","147,690",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Transform a Madrid protocol designation,bis-transform-a-madrid-protocol-designation-tm4,0,,,,,,0,,,,,,,,,,,,0,,,,,,1,,0,,,,1,,0,,,,3,,0,,,,3,,0,,,,4,,0,,,,5,,0,,9,,0,,13,,0,,13,,0,,12,,0,,9,,0,,7,,0,,6,,0,,8,,0,,6,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for transforming a Madrid protocol designation (TM4).,,,Business,Fees and charges,BIS,BIS,,,,,9,,0,,,,,,,,,0,0,0,0,1,0,2,0,2,1,6,4,2,0,3,2,1,2,1,6,6,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Insolvency Service,INSS,Updates to insolvency practitioner details,bis-update-insolvency-practitioner-details,"1,700",,0,,,,"1,700",,0,,,,,,,,,,666,,0,,,,,,,,,,722,,,,,,743,,0,,,,908,,0,,,,884,,0,,,,897,,0,,787,,0,,556,,0,,547,,0,,561,,0,,551,,0,,622,,0,,639,,0,,661,,0,,655,,0,,Providing information,https://www.gov.uk/government/organisations/insolvency-service,,Data for updates to insolvency practitioner details.,,The volumes represent the number of updates per IP but not the volume of transactional updates. One IP update can represent thousands of transactional amendments,Business,Fees and charges,BIS,BIS,,,,,551,,0,,,,,,,,,,,228,165,158,171,249,330,134,184,139,99,125,198,129,170,142,220,123,655,655,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Well Operations Notification System (WONS): applications,decc-applications-made-under-the-well-operation-notifications-system,,,,,,,395,,,,,,502,,,,,,507,,,,,,511,,,,,,495,,,,,,479,,,,,,440,,,,,,433,,,,,,437,,,,464,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,Providing information,,,Data for applications for the Well Operations Notification System (WONS).,,,Business,,DECC,DECC,DECC,,,,484,,,,,,,,,,,,,,,,,,,,,125,,,147,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Biomass Suppliers List registrations,decc-biomass-suppliers-list-registrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,732",,,,,,"4,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,283",28.79,"22,283",28.79,,https://www.gov.uk/register-biomass-supplier,,Data for registrations on the Biomass Suppliers List,,,Business,,DECC,DECC,DECC,,,,"4,287",,,,,,,,,,,,,,,,,,702,"1,030","2,555",,,,,,"6,506","6,185",507,"9,085","22,283","22,283",y,,,,,,,,,,,,,,,,"6,506","6,185",507,"9,085","22,283","22,283",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Well Operations Notification System (WONS): consents and notifications,decc-consents-notifications-issued-under-the-well-operation-notifications-system,316,,,,,,316,,316,,,,"1,082",,,,,,"1,110",,,,,,"1,114",,,,,,"1,055",,,,,,"1,085",,,,,,"1,109",,,,,,"1,084",,,,,,"1,117",,,,"1,055",,,,,,,,,,,,"1,204",,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,,Data for consents and notifications under the Well Operations Notification System (WONS).,,,Business,Taxpayers,DECC,DECC,DECC,,Digital service. This statistic relates to the number of  consents and notifications received on the WONS system on Energy Portal.  A separate administrative figure has not been provided. ,,"1,204",,,,,,,,,,,,,,,,,,,,,221,,,340,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Carbon Reduction Commitment (CRC) Energy Efficiency Scheme: registrations,decc-crc-energy-efficiency-scheme,,,,,,,,,,,,,"6,400",,,,,,"6,400",,,,,,"9,161",,,,,,"11,015",,,,,,"14,804",,,,,,"17,807",,,,,,"21,735",,,,,,"23,930",,,,"21,219",,"21,219",,"20,983",,"20,983",,"17,661",,"17,661",,"20,996",,"20,996",,"26,382",,"26,382",,"36,621",,"36,621",,"84,345",,"84,345",,"91,074",,"91,074",,"101,186",,"101,186",,Providing information,https://www.gov.uk/crc-energy-efficiency-scheme-qualification-and-registration,CRC Energy Efficiency Scheme: Qualification and registration,Data for registrations with the Carb.on Reduction Commitment (CRC) Energy Efficiency Scheme,,,Business,Taxpayers,DECC,DECC,DECC,,,,"26,382",,"17,661",,,,,,,,,,128,"1,036","1,782","6,215","1,982","4,825","4,785","10,143","4,177","2,114","4,549","6,821","7,512","7,500","14,788","54,545","14,241","17,612","101,186","101,186",y,,128,"1,036","1,782","6,215","1,982","4,825","4,785","10,143","4,177","2,114","4,549","6,821","7,512","7,500","14,788","54,545","14,241","17,612","101,186","101,186",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Oil and Gas decommissioning liabilities: section 29 notices,decc-decommissioning-liability-section-29-notices,"1,500",,,,,,"1,500",,"1,370",,,,"1,304",,,,,,"1,569",,,,,,"1,640",,,,,,"1,421",,,,,,"1,370",,,,,,"1,282",,,,,,"1,240",,,,,,"1,166",,,,"1,096",,,,,,,,,,,,"1,113",,,,,,,,,,,,,,,,,,,,,,,,Providing information,https://www.og.decc.gov.uk/portal.htm,,Data for notices served under section 29.,,,Business,Taxpayers,DECC,DECC,DECC,,In this instance the admin count and the Energy Portal system statistics match - both refer to the actual number of notices issued to companies at the end of the transactional process.,,"1,113",,,,,,,,,,,,,,,,,,,,,262,,,229,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Energy Technology List (ETL) batched product applications,decc-eca-scheme-etl-batched-product-application,350,,,,,,349,,349,,,,329,,329,,,,329,,329,,,,316,,316,,,,308,,308,,,,,,,,,,,,,,,,,,,,,,,,,,241,,241,,201,,201,,186,,186,,207,,207,,221,,221,,218,,218,,207,,207,,196,,196,,183,,183,,"Requesting benefits, payments or loans",https://www.gov.uk/guidance/energy-technology-list,,Data for batched product applications for products that meet the energy-saving criteria to be on the ETL and qualify for enhanced capital allowances.,,Service managed on behalf of BEIS by the Carbon Trust,Business,Taxpayers,DECC,DECC,DECC,,,,221,,186,,,,,,,,,75,90,84,80,62,82,71,84,70,43,44,44,55,64,58,41,44,53,45,183,183,y,75,87,84,80,62,82,71,84,70,43,44,44,55,64,58,41,44,53,45,183,183,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,"Energy Act 2008, part 4a: applications for consent to locate",decc-energy-act-part-4a-applications,187,,,,,,209,,,,,,209,,0,,,,433,,,,,,141,,,,,,262,,,,,,,,,,,,320,,,,,,396,,,,,,409,,,,298,,,,295,,,,304,,,,,,,,,,,,,,"44,624",,,,,,,,,,,,,,Requesting a licence or consent,,,"Data for applications for consent to locaate oil and gas offshore installations, under the Energy Act 2008, part 4a.",,,Business,Taxpayers,DECC,DECC,DECC,,,,304,,,,,,,,,,,,,,,33,70,111,106,109,83,0,103,118,,79,,,,,,-,-,,,,,,,111,,,,,,,,79,,,,,,-,-,ok,error
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Environmental directions under the Offshore Petroleum Production and Pipelines (Assessment of Environmental Effects) Regulations 1999,decc-environmental-directions-under-the-offshore-petroleum-production-pipe-lines-assessment-of-environmental-effects-regulations-1999-as-amended,483,,,,,,,,,,,,"1,757",,,,,,"1,799",,,,,,"1,698",,,,,,"1,567",,,,,,"1,342",,,,,,997,,,,,,755,,,,,,831,,,,741,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,,Data for environmental directions under the Offshore Petroleum Production and Pipelines (Assessment of Environmental Effects) Regulations 1999.,,,Business,Fees and charges,DECC,DECC,DECC,,,,540,,,,,,,,,,,,,,,,,,,,,125,,136,143,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Environmental management systems (EMS): annual public statements,decc-environmental-management-systems-annual-public-statements-ems-public-statements,,,,,,,,,,,,,,,,,,,0,,,,,,55,,,,,,55,,,,,,55,,,,,,58,,,,,,57,,,,,,114,,,,114,,,,96,,,,112,,,,56,,,,59,,,,,,,,,,,,,,,,,,,,,,,Data for annual public statements using EMS.,,,Business,,DECC,DECC,DECC,,,,59,,,,,,,,,,,,1,1,52,1,0,2,55,0,57,2,37,16,1,5,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Environmental management systems (EMS): verification reports,decc-environmental-management-systems-verification-reports-ems,,,,,,,,,,,,,,,,,,,3,,,,,,22,,,,,,19,,,,,,19,,,,,,14,,,,,,17,,,,,,18,,,,17,,,,21,,,,20,,,,19,,,,20,,,,,,,,,,,,,,,,,,,,,,,Data for verification reports of EMS provided to DECC by operators. ,,,Business,,DECC,DECC,DECC,,,,20,,,,,,,,,,,,8,5,7,2,5,5,2,5,6,4,6,4,5,5,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Oil and gas: environmental statements,decc-environmental-statements-eia-regulations,24,,,,,,,,,,,,28,,,,,,21,,,,,,11,,,,,,8,,,,,,2,,,,,,5,,,,,,7,,,,,,7,,,,7,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providing information,,,Data for environmental statements submitted to DECC under the Environmental Impact Assessment regulations.,,,Business,Taxpayers,DECC,DECC,DECC,,,,5,,,,,,,,,,,,,,0,0,1,1,3,2,1,1,2,1,,,,,,,,-,-,,,,,,,0,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,EU Emissions Trading System (ETS) applications,decc-eu-emissions-trading-system-ets-applications,357,,,,,,,,,,,,"1,853",,,,,,330,,,,,,768,,,,,,266,,266,,,,206,,206,,,,142,,142,,,,79,,79,,,,18,,18,,18,,18,,19,,19,,8,,8,,15,,15,,17,,17,,21,,21,,27,,27,,40,,40,,40,,40,,Requesting a licence or consent,https://euets.environment-agency.gov.uk/Common/Help.aspx,,Data for bids for carbon allowances submitted using the auction platform of the EU Emissions Trading System (ETS). Intercontinental Exchange (ICE) runs fortnightly auctions of EU ETS allowances on behalf of BEIS.,,Application process operated by the Environment Agency on behalf of BEIS,Business,Taxpayers,DECC,DECC,DECC,,,,17,,8,,,,,,,2. transactions with an outcome,,,,62,67,76,61,2,3,13,0,3,3,2,7,5,7,8,20,5,40,40,y,,,62,67,76,61,2,3,13,0,3,3,2,7,5,7,8,20,5,40,40,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Submissions using the auction platform of the EU Emissions Trading System (ETS),decc-eu-emissions-trading-system-ets-auction-platform,,,,,,,,,,,,,163,,,,,,219,,,,,,227,,,,,,266,,,,,,278,,,,,,280,,280,,,,275,,275,,,,265,,265,,269,,269,,281,,281,,281,,281,,292,,295,,295,,295,,290,,290,,272,,272,,267,,267,,255,,255,,Requesting a licence or consent,https://www.gov.uk/guidance/eu-ets-carbon-markets,,Data for submissions made using the auction platform of the EU Emissions Trading System (ETS),,The auction platform is run by ICE Futures Europe on behalf of BEIS. The design of the auctions is specified in EU law (the Auctioning Regulation).,Business,Taxpayers,DECC,DECC,DECC,,"2012 saw a change in contractor for the auction platform. Seven auctions were conducted on the Phase II auction platform, and two auctions were conducted on the Phase III auction platform where costs were borne entirely by successful bidders. A single transaction is defined as a successful bidder at an auction.",,295,,281,,,,,,,,,68,22,62,67,76,61,74,69,71,51,78,81,71,62,81,76,53,57,69,255,255,y,,,,,,,,,71,51,78,81,71,62,81,76,53,57,69,255,255,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Ofgem,,Applications to be listed on the Central Feed-in Tariffs Register (CFR),decc-feed-in-tariffs-cfr-registration,"218,000",,"218,000",,,,,,,,,,"147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,,,3.16,,,,,,,Registering,https://www.renewablesandchp.ofgem.gov.uk/,,"Data for applications to be listed on the Central Feed-in Tariffs Register (CFR), managed by Ofgem.",,,Business,Taxpayers,DECC,DECC,,,Also 'provide' and 'amend' information,,,,"218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Ofgem,,Feed in Tariffs: levelisation,decc-feed-in-tariffs-levelisation,360,,360,,,,250,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providing information,https://www.renewablesandchp.ofgem.gov.uk/,,Data for levelisation of feed-in tariffs.,,,Business,Taxpayers,DECC,DECC,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Ofgem,,Renewals Obligation Order Feed-In Tariff (ROO-FIT) accreditation,decc-feed-in-tariffs-roo-fit-accreditation,350,,350,,,,800,,,,,,800,,,,,,741,,,,,,905,,905,,,,"1,046",,"1,046",,,,"1,390",,,,,,"1,903",,,,,,,,,,,,,,,,"3,418",,"3,418",,"2,799",620.00,"2,799",620.00,"3,251",361.00,"3,251",361.00,"3,293",,"3,293",,"3,586",243.00,"3,586",,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.ofgem.gov.uk/environmental-programmes/feed-tariff-fit-scheme/applying-feed-tariff/roo-fit,,Data for ROO-FIT accreditations issued by Ofgem.,,,Business,Taxpayers,DECC,DECC,,,,,"3,586",,"3,251",,,,,,,,,139,137,270,195,239,278,678,714,316,949,"1,146",388,768,991,"1,439",,,,,,-,-,139,137,306,223,239,278,678,714,316,949,"1,146",388,768,991,"1,439",,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,"Field production, flaring and venting consents",decc-field-production-flaring-venting-consents,420,,,,,,732,,732,,,,768,,,,,,791,,,,,,786,,,,,,785,,,,,,757,,,,,,760,,,,,,803,,,,,,895,,,,965,,,,,,,,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,,"Data for field production, flaring and venting consents.",,,Business,Taxpayers,DECC,DECC,DECC,,,,894,,,,,,,,,,,,,,,,,,,,,148,,,518,,,,,,,-,-,,,,,,,,,,,,,,"1,824",,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Fluorinated greenhouse gas and ozone depleting substances: notifications,decc-fluorinated-greenhouse-gas-f-gas-ozone-depleting-substances-ods-ncfs,,,,,,,,,,,,,,,,,,,0,,,,,,3,,,,,,4,,,,,,5,,,,,,5,,,,,,4,,,,,,6,,,,5,,,,6,,,,11,,,,16,,,,60,,,,,,,,,,,,,,,,,,,,Providing information,,,Data for F-Gas/ODS Annex C non-compliance notification forms (NCFs) submitted by operators to DECC when they have identified that they had a release of over 1000 tonnes.,,,Business,,DECC,DECC,DECC,,,,60,,,,,,,,,,,,0,0,0,3,1,1,0,2,3,0,1,7,8,44,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Green Deal: provider registrations,decc-green-deal-register-provider-registrations,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,105,,,,,,95,,,,,,85,,,,,,55,,,,,,,,,,41,,,,,,,,28,"2,283.00",0,,12,,,,11,896.73,,,16,"5,002.75",0,,15,,0,,18,,0,,11,,0,,Registering,http://gdorb.decc.gov.uk/providers/become-a-provider,,Data for applications to become Green Deal Providers and withdrawals from the scheme,,"Green Deal Providers arrange Green Deal Plans, provide finance, and arrange for the installation of the agreed energy efficiency improvements through an authorised installer. Green Deal Providers are assessed and authorised by the Green Deal Oversight and Registration Body. Costs are paid by BEIS. Volumes include both Pre-Assessment Questionnaires (PAQs) and Fitness Tests.",Business,Taxpayers,DECC,DECC,DECC,,,,11,,0,,,,,,,4. other,,,20,28,18,41,18,18,8,11,,8,,2,0,9,5,1,3,2,11,11,y,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Coal Authority,,Coal Authority licence applications,decc-licence-applications,100,,,,,,,,,,,,154,,8,,,,39,,0,,,,33,,0,,,,34,,0,,,,34,,0,,,,15,,0,,,,21,,0,,,,22,,0,,24,,0,,29,,0,,25,,0,,23,,0,,17,,0,,16,,0,,33,,0,,46,,0,,56,,0,,Requesting a licence or consent,https://www.gov.uk/government/collections/coal-mining-licence-applications,,Data for applications for Coal Authority licences to mine coal or extract gas.,,,Business,Taxpayers,DECC,DECC,,,,,17,,0,,,,,,,,,8,4,8,19,2,5,8,0,8,6,10,5,4,4,4,4,21,17,14,56,56,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Applications under the Marine and Coastal Access Act,decc-marine-coastal-access-act-applications,105,,,,,,,,,,,,175,,,,,,170,,,,,,,,,,,,16,,,,,,16,,,,,,43,,,,,,64,,,,,,82,,,,92,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,Data for applications under the Marine and Coastal Access Act.,,,Business,Taxpayers,DECC,DECC,DECC,,,,162,,,,,,,,,,,,,,,,,,,,,42,,51,19,36,,,,,,-,-,,,,,,,,,,,,,,,36,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Coal Authority,,Coal Authority mining reports,decc-mining-reports,"245,000",,"232,750",,,,,,,,,,"251,000",,"248,490",,,,"298,300",,"250,740",,,,"309,200",,"263,150",,,,"325,036",,"280,522",,,,"304,783",,,,,,"315,051",,,,,,"321,165",,,,,,"320,290",,,,"318,537",,,,"320,504",,,,"328,838",,,,"335,947",,,,"344,591",,,,"346,378",,,,"333,880",,"333,880",,"333,757",,"333,757",,"326,065",,"326,065",,Requesting information,https://www.gov.uk/check-if-property-is-affected-by-coal-mining,,"Data for mining reports issued by the Coal Authority, which allow property owners to check if a property is in a former coal mining area and to order a mining report.",,,Business,Taxpayers,DECC,DECC,,,,,"344,591",,"280,522",,,,,,,,,"66,101","58,648","98,085","75,466","77,001","74,484","77,832","85,734","83,115","73,609","76,079","87,701","91,449","80,718","84,723","89,488","78,951","80,595","77,031","326,065","326,065",y,"63,639","56,314","56,527","74,260","76,049","73,686",,,,,,,,"80,718","84,723","89,488","78,951","80,595","77,031","326,065","326,065",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Energy infrastructure: necessary wayleave applications,decc-necessary-wayleave-applications,300,,,,,,300,,261,,,,201,,,,,,219,,,,,,223,,,,,,234,,,,,,247,,,,,,256,,,,,,275,,,,,,307,,,,323,,,,,,,,,,,,"1,032",,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.og.decc.gov.uk/EIP.htm,,Data for applications for use of land for electricty lines on the Energy Infrastructure Portal.,,,Business,Taxpayers,DECC,DECC,DECC,,,,"1,032",,,,,,,,,,,,,,,,,,,,,72,,,359,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Notifications of offshore decommissioning liabilities,decc-notification-of-offshore-decommissioning-liabilities,8,,,,,,8,,2,,,,5,,,,,,5,,,,,,3,,,,,,2,,,,,,2,,,,,,0,,,,,,0,,,,,,0,,,,0,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,Providing information,https://www.og.decc.gov.uk/EIP.htm,,Data for notifications of offshore decommissioning liabilities.,,,Business,Fees and charges,DECC,DECC,DECC,,,1,-,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Non-compliance notifications under the Offshore Chemicals Regulations 2002,decc-offshore-chemicals-regulations-ncfs,,,,,,,,,,,,,,,,,,,158,,,,,,170,,,,,,169,,,,,,166,,,,,,159,,,,,,164,,,,,,158,,,,150,,,,140,,,,119,,,,110,,,,87,,,,,,,,,,,,,,,,,,,,Providing information,,,Data for non-compliance notifications submitted by operators to DECC when they have breached their permit issued under the Offshore Chemicals Regulations 2002.,,,Business,,DECC,DECC,DECC,,,,87,,,,,,,,,,,,31,53,48,38,32,48,41,43,26,40,31,22,17,17,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
